,UserName,content,score,sentiment
147,Waldir Pimenta,"The graphics and sound are excellent, and the interface is clean and intuitive. But in the end the game mechanics make me feel like I'm just an automaton being trained to click on certain buttons to get virtual points that allow me to upgrade systems that produce more virtual points, and so on… It felt empty, gratuitously addictive, and too limited after a while. Maybe if I was able to play with the environment I was building (make the penguins do stuff, for example) it would be more engaging.",4,1
148,Margo Contreras,"Adorible game with great graphics. Unfortunately, with great graphics comes great problems with a mid-range phone from 3 years ago. The app crashed on me several times in 30 minutes of play. Not the regular gameplay though. This game is powered by ads, which I'm fine with to a certain degree. Many loots from the game requires you to watch an ad, which is where my device began to fail. I don't know whether this is my device or the game, but with my experience of large games, this never happens...",3,1
149,Jod 1,"The game is beautiful, I love the art, but it requires far too much constant upkeep to actually manage and the money makes no sense. I need 600 ""c"" gold to unlock the next habitat but I only have 900 ""b"" gold, and the first habitat upgrades with ""a"" gold. I can't see different types of gold and I can spend hundreds of ""a"" gold without seeing any difference in my total. Nothing in the tutorial explains this, nor do online guides. it's frustrating that I have enough gold but can't buy something.",3,1
150,Taye Mayo,"I agree with some of the other reviews, it's an amazing idea and the graphics are very cute but it's not worth it. This is similar to the game ""Egg Inc"", except development and progression is not only slow but even laughably slower if you try to get through it without eats watching ads. While playing this I pretty much spent more time watching ads to get gifts than I actually did playing the game, it's ridiculous.",2,0
151,Devin Ferguson,"Just an ad viewing machine. This is a relaxing game with soothing ambient music. Perfect for zoning out and de-stressing. However, like a lot of games these days it quickly becomes clear they want you watching ad rolls for points critical to use the game. As the game progresses, the currency system changes exponentially and you must watch more & more ad rolls. There are three different kinds of currencies in the game, some which are so rare, you almost need to purchase them. Shame.",2,0
152,Wade Heidmann,"Peaceful and Relaxing but no ability to customize your world. I played this for several months, Its a great game (you have to watch lots of ads to upgrade your village) and was very therapeutic. My 3 star rating comes more from the inability to customize your world vs. anyone elses. At the end of the day you end up with the same thing as everyone else.",3,1
153,Chris Fyfe II,"Fun visuals and an interesting concept, worth spending some time. Definitely takes several days to collect the resources required to build up after a certain point. A point that I felt came awkwardly fast. At first I was able to play consistently for a day or two, and then all of a sudden I need to wait whole days just for the resources to make one real advancement. Also lots of opportunities for advancement and completing in game objectives require you to watch ads.",4,1
154,Johnny Becnel,"Very addicting at first but after playing it for a few weeks I started to notice some very serious bugs. The biggest being that if you exit the game, without closing it completly, you do not get a returning bonus. The hourglass simply does not show up. In later stages of the game this is the only way to be able to purchase upgrades. Another issue is that whale bonues (the only other way to gain in game currency) do not load properly. TLDR: Very fun at first but underlying issues are a problem.",3,1
155,Collin Pfander,"Maybe it's just my phone, but zooming in and out is very slow and therefore frustrating. There doesn't seem to be any way to auto-collect happiness hearts, so to grind those I need to constantly be on the lookout for them, then make sure I don't misclick on the wrong icon (that thing in the center of the isle). Frustrating and not at all relaxing. Also the app constantly wants me to photograph my penguins. No thanks, I can just google cute penguin pics instead. I played for about ten minutes.",1,0
156,υн/σн !,"I really love this game, it's so much fun and it keeps my attention. I don't mind the ads at all, I like how they give a fair amount of coins/gems/hearts for watching a short ad but the problem with the ads is sometimes they won't load and it will freeze up my game and I can't do anything but sit and wait for it to crash. It gets quite annoying after a while, will you please fix this issue? Other than that this is a great game! Thank you (:",4,1
157,Jon Garland,"Addicting, but gets frusteratingly boring. It had me glued to my phone for the first several habitats, but now I'm to the point where it takes several days to weeks of collecting coins and spawning new penguins to get the next habitat. Also, the ads seem kind of excessive. While you don't have to watch them, the amount of waiting between habitats would be doubled without taking advantage of a LOT of ad-supported rewards.",3,1
